MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:98330,Snai1,snail family zinc finger 1,2,,positive regulation of cell migration,,,IMP,,J:165329 
MGI:98330,Snai1,snail family zinc finger 1,2,,positive regulation of cell migration,,,ISO,O95863 ,J:164563 
MGI:1096393,Snai2,snail family zinc finger 2,16,,cell migration involved in endocardial cushion formation,happens in atrioventricular canal,,IMP,,J:139512 
MGI:1096393,Snai2,snail family zinc finger 2,16,,endothelial cell migration,results in the movement of endothelial cell,,IMP,MGI:2447175 ,J:139512 
MGI:1096393,Snai2,snail family zinc finger 2,16,,epithelial cell migration,"happens in palatal shelf epithelium,results in the movement of peridermal cell",,IGI,MGI:98330 ,J:121243 
MGI:1096393,Snai2,snail family zinc finger 2,16,,negative regulation of cell adhesion involved in substrate-bound cell migration,,,IMP,MGI:2447175 ,J:139512 
MGI:1096393,Snai2,snail family zinc finger 2,16,,positive regulation of cell migration,,,ISO,O43623 ,J:164563 
MGI:1096393,Snai2,snail family zinc finger 2,16,,positive regulation of endothelial cell chemotaxis,,,IC,GO:0003273 ,J:139512 
MGI:1096393,Snai2,snail family zinc finger 2,16,,substrate-dependent cell migration,results in the movement of endothelial cell,,IMP,MGI:2447175 ,J:139512 
MGI:1096393,Snai2,snail family zinc finger 2,16,,"wound healing, spreading of cells",,,TAS,,J:139512 
MGI:2651588,Socs7,suppressor of cytokine signaling 7,11,,cerebral cortex radially oriented cell migration,,,IMP,,J:205551 
MGI:2651588,Socs7,suppressor of cytokine signaling 7,11,,layer formation in cerebral cortex,,,IMP,MGI:5545789 ,J:205551 
MGI:2651588,Socs7,suppressor of cytokine signaling 7,11,,radial glia guided migration of Purkinje cell,,,IMP,,J:205551 
MGI:98352,Sod2,"superoxide dismutase 2, mitochondrial",17,,positive regulation of cell migration,,,ISO,P04179 ,J:164563 
MGI:1202296,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",9,,regulation of smooth muscle cell migration,,,ISO,Q92673 ,J:164563 
MGI:98357,Sox1,SRY (sex determining region Y)-box 1,8,,interneuron migration,,,IMP,,J:164670 
MGI:98357,Sox1,SRY (sex determining region Y)-box 1,8,,neuron migration,happens in corpus striatum,,IMP,MGI:2137412 ,J:99610 
MGI:98370,Sox8,SRY (sex determining region Y)-box 8,17,,neural crest cell migration,,,IMP,,J:95755 
MGI:98371,Sox9,SRY (sex determining region Y)-box 9,11,,positive regulation of epithelial cell migration,,,IMP,,J:202984 
MGI:98371,Sox9,SRY (sex determining region Y)-box 9,11,,positive regulation of epithelial cell migration,,,ISO,P48436 ,J:164563 
MGI:98371,Sox9,SRY (sex determining region Y)-box 9,11,,positive regulation of epithelial cell migration,,,ISS,P48436 ,J:175306 
MGI:98358,Sox10,SRY (sex determining region Y)-box 10,15,,neural crest cell migration,,,IBA,PTN002910110 ,J:265628 
MGI:98358,Sox10,SRY (sex determining region Y)-box 10,15,,neural crest cell migration,,,IMP,,J:95755 
MGI:98362,Sox14,SRY (sex determining region Y)-box 14,9,,regulation of neuron migration,regulates neuron migration,,IMP,,J:188332 
MGI:107543,Sox17,SRY (sex determining region Y)-box 17,1,,cell migration involved in gastrulation,,,IMP,MGI:3717121 ,J:170416 
MGI:98372,Sp1,trans-acting transcription factor 1,15,,positive regulation of blood vessel endothelial cell migration,,,ISO,P08047 ,J:164563 
MGI:109561,Sp100,nuclear antigen Sp100,1,,negative regulation of endothelial cell migration,,,ISO,P23497 ,J:164563 
MGI:1354388,Spag6l,sperm associated antigen 6-like,16,,fibroblast migration,happens in fibroblast,,IMP,MGI:2662475 ,J:288360 
MGI:1354388,Spag6l,sperm associated antigen 6-like,16,,fibroblast migration,,,IMP,MGI:2662475 ,J:288360 
MGI:1354388,Spag6l,sperm associated antigen 6-like,16,,"substrate-dependent cell migration, cell attachment to substrate",happens in fibroblast,,IMP,MGI:2662475 ,J:288360 
MGI:1354388,Spag6l,sperm associated antigen 6-like,16,,"substrate-dependent cell migration, cell attachment to substrate",,,IMP,MGI:2662475 ,J:288360 
MGI:1918084,Spag9,sperm associated antigen 9,11,,positive regulation of cell migration,,,ISO,O60271 ,J:164563 
MGI:98373,Sparc,secreted acidic cysteine rich glycoprotein,11,,positive regulation of endothelial cell migration,,,ISO,P09486 ,J:164563 
MGI:104838,Spata13,spermatogenesis associated 13,14,,cell migration,,,ISO,Q96N96 ,J:164563 
MGI:104838,Spata13,spermatogenesis associated 13,14,,regulation of cell migration,,,ISO,Q96N96 ,J:164563 
MGI:1917635,Spdl1,spindle apparatus coiled-coil protein 1,11,,cell migration,,,ISO,Q96EA4 ,J:164563 
MGI:1921642,Specc1l,sperm antigen with calponin homology and coiled-coil domains 1-like,10,,cell migration,,,IMP,,J:186807 
MGI:1316649,Sphk1,sphingosine kinase 1,11,,positive regulation of cell migration,,,ISO,RGD:620048 ,J:155856 
MGI:1316649,Sphk1,sphingosine kinase 1,11,,positive regulation of cell migration,,,ISO,Q9NYA1 ,J:164563 
MGI:98282,Spi1,spleen focus forming virus (SFFV) proviral integration oncogene,2,,positive regulation of myeloid dendritic cell chemotaxis,,,IMP,,J:294049 
MGI:98384,Spn,sialophorin,7,,leukocyte tethering or rolling,,,IMP,,J:255332 
MGI:98384,Spn,sialophorin,7,,positive regulation of T cell migration,,,IMP,,J:149128 
MGI:98384,Spn,sialophorin,7,,regulation of T cell migration,,,IMP,,J:182870 
MGI:2384936,Spns2,spinster homolog 2,11,,lymphocyte migration,,,IMP,MGI:5426392 ,J:184558 
MGI:2384936,Spns2,spinster homolog 2,11,,lymphocyte migration,,,IMP,MGI:5426395 ,J:184558 
MGI:2384936,Spns2,spinster homolog 2,11,,regulation of T cell migration,,,IDA,,J:319866 
MGI:98389,Spp1,secreted phosphoprotein 1,5,,neutrophil chemotaxis,results in the movement of mature neutrophil,,IDA,,J:170901 
MGI:98389,Spp1,secreted phosphoprotein 1,5,,neutrophil chemotaxis,results in the movement of mature neutrophil,,IGI,MGI:104756 ,J:170901 
MGI:2150016,Spred1,"sprouty protein with EVH-1 domain 1, related sequence",2,,negative regulation of cell migration involved in sprouting angiogenesis,,,IDA,,J:139708 
MGI:1345138,Spry2,sprouty RTK signaling antagonist 2,14,,positive regulation of cell migration,,,ISO,O43597 ,J:164563 
MGI:98397,Src,Rous sarcoma oncogene,2,,cell migration,happens in renal proximal tubule,,IMP,,J:95643 
MGI:98397,Src,Rous sarcoma oncogene,2,,cell migration,happens in collecting duct,,IMP,,J:95643 
MGI:98397,Src,Rous sarcoma oncogene,2,,positive regulation of epithelial cell migration,,,ISO,P12931 ,J:164563 
MGI:98397,Src,Rous sarcoma oncogene,2,,positive regulation of smooth muscle cell migration,,,ISO,RGD:620795 ,J:155856 
MGI:98397,Src,Rous sarcoma oncogene,2,,regulation of epithelial cell migration,,,ISO,P12931 ,J:164563 
MGI:1933179,Srcin1,SRC kinase signaling inhibitor 1,11,,regulation of cell migration,,,ISO,Q9C0H9 ,J:164563 
MGI:106658,Srf,serum response factor,17,,cell migration involved in sprouting angiogenesis,"happens in cardiovascular system,results in the movement of blood vessel endothelial cell",,IMP,,J:140104 
MGI:106658,Srf,serum response factor,17,,cell migration involved in sprouting angiogenesis,,,ISO,P11831 ,J:164563 
MGI:106658,Srf,serum response factor,17,,negative regulation of cell migration,,,ISO,RGD:1559787 ,J:155856 
MGI:106658,Srf,serum response factor,17,,neuron migration,,,IMP,MGI:2181426 MGI:2385464 ,J:98409 
MGI:106658,Srf,serum response factor,17,,tangential migration from the subventricular zone to the olfactory bulb,,,IMP,MGI:2181426 MGI:2385464 ,J:98409 
MGI:2152936,Srgap1,SLIT-ROBO Rho GTPase activating protein 1,10,,cell migration,,,IDA,,J:72329 
MGI:2152936,Srgap1,SLIT-ROBO Rho GTPase activating protein 1,10,,negative regulation of cell migration,,,IBA,PTN001021265 ,J:265628 
MGI:109605,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,1,,extension of a leading process involved in cell motility in cerebral cortex radial glia guided migration,,,IMP,,J:153892 
MGI:109605,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,1,,lamellipodium assembly involved in ameboidal cell migration,,,ISO,O75044 ,J:164563 
MGI:109605,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,1,,negative regulation of cell migration,,,IBA,PTN001021265 ,J:265628 
MGI:109605,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,1,,negative regulation of neuron migration,,,ISO,O75044 ,J:164563 
MGI:109605,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,1,,regulation of cell migration,,,IDA,,J:319958 
MGI:2152938,Srgap3,SLIT-ROBO Rho GTPase activating protein 3,6,,negative regulation of cell migration,,,IBA,PTN001021265 ,J:265628 
MGI:1916042,Srpx2,"sushi-repeat-containing protein, X-linked 2",X,,positive regulation of cell migration involved in sprouting angiogenesis,,,IBA,PTN002923280 ,J:265628 
MGI:1916042,Srpx2,"sushi-repeat-containing protein, X-linked 2",X,,positive regulation of cell migration involved in sprouting angiogenesis,,,IMP,,J:155175 
MGI:2686240,Ssh1,slingshot protein phosphatase 1,5,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,RGD:1306038 ,J:155856 
MGI:2679255,Ssh2,slingshot protein phosphatase 2,11,,positive regulation of cell migration,,,ISO,RGD:1309389 ,J:155856 
MGI:98326,Sst,somatostatin,16,,regulation of cell migration,,,IBA,PTN000059370 ,J:265628 
MGI:98326,Sst,somatostatin,16,,regulation of cell migration,,,IDA,,J:73758 
MGI:105372,Sstr4,somatostatin receptor 4,2,,cell migration,,,ISO,RGD:3764 ,J:155856 
MGI:1316743,St3gal4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",9,,positive regulation of leukocyte tethering or rolling,,,IMP,,J:296103 
MGI:1316743,St3gal4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",9,,positive regulation of leukocyte tethering or rolling,,,ISO,Q11206 ,J:164563 
MGI:1338881,St14,suppression of tumorigenicity 14 (colon carcinoma),9,,cell migration,,,TAS,,J:72963 
MGI:1926193,Stap1,signal transducing adaptor family member 1,5,,negative regulation of macrophage chemotaxis,,,IMP,,J:144524 
MGI:1926193,Stap1,signal transducing adaptor family member 1,5,,negative regulation of microglial cell migration,,,IMP,,J:144524 
MGI:2385331,Stard13,StAR-related lipid transfer (START) domain containing 13,5,,endothelial cell migration,,,ISO,Q9Y3M8 ,J:168264 
MGI:2385331,Stard13,StAR-related lipid transfer (START) domain containing 13,5,,negative regulation of cell migration involved in sprouting angiogenesis,,,ISO,Q9Y3M8 ,J:168264 
MGI:103038,Stat3,signal transducer and activator of transcription 3,11,,negative regulation of neuron migration,,,IGI,MGI:1918021 ,J:195887 
MGI:103038,Stat3,signal transducer and activator of transcription 3,11,,negative regulation of neuron migration,,,IGI,MGI:95789 ,J:195887 
MGI:103038,Stat3,signal transducer and activator of transcription 3,11,,positive regulation of cell migration,,,ISO,P40763 ,J:164563 
MGI:103036,Stat5a,signal transducer and activator of transcription 5A,11,,positive regulation of blood vessel endothelial cell migration,,,ISO,P42229 ,J:164563 
MGI:103035,Stat5b,signal transducer and activator of transcription 5B,11,,mast cell migration,,,IMP,,J:206245 
MGI:109131,Stc1,stanniocalcin 1,14,,negative regulation of cell migration,,,ISO,P52823 ,J:164563 
MGI:109131,Stc1,stanniocalcin 1,14,,negative regulation of endothelial cell migration,,,ISO,P52823 ,J:164563 
MGI:1929004,Stk4,serine/threonine kinase 4,2,,"positive regulation of substrate-dependent cell migration, cell attachment to substrate",,,IMP,,J:142674 
MGI:1099439,Stk10,serine/threonine kinase 10,11,,regulation of lymphocyte migration,,,IBA,PTN001554776 ,J:265628 
MGI:1099439,Stk10,serine/threonine kinase 10,11,,regulation of lymphocyte migration,,,IMP,,J:147152 
MGI:1099439,Stk10,serine/threonine kinase 10,11,,regulation of lymphocyte migration,,,ISO,O94804 ,J:164563 
MGI:2385007,Stk24,serine/threonine kinase 24,14,,negative regulation of cell migration,,,IBA,PTN008277978 ,J:265628 
MGI:2385007,Stk24,serine/threonine kinase 24,14,,negative regulation of cell migration,,,ISO,Q9Y6E0 ,J:164563 
MGI:1917665,Stk26,serine/threonine kinase 26,X,,negative regulation of cell migration,,,IBA,PTN002807831 ,J:265628 
MGI:1917665,Stk26,serine/threonine kinase 26,X,,negative regulation of cell migration,,,ISO,Q9P289 ,J:164563 
MGI:1858416,Stk39,serine/threonine kinase 39,2,,positive regulation of T cell chemotaxis,,,IBA,PTN001221360 ,J:265628 
MGI:1858416,Stk39,serine/threonine kinase 39,2,,positive regulation of T cell chemotaxis,,,ISO,Q9UEW8 ,J:164563 
MGI:1924307,Ston1,stonin 1,17,,substrate-dependent cell migration,,,IGI,MGI:2153093 ,J:227201 
MGI:1924307,Ston1,stonin 1,17,,substrate-dependent cell migration,,,IMP,MGI:5788726 ,J:227201 
MGI:2444363,Strip2,striatin interacting protein 2,6,,cell migration,,,ISO,Q9ULQ0 ,J:164563 
MGI:893577,Stx4a,syntaxin 4A (placental),7,,positive regulation of cell migration,,,ISO,Q12846 ,J:164563 
MGI:1919204,Suds3,suppressor of defective silencing 3 homolog (S. cerevisiae),5,,negative regulation of cell migration,,,IC,,J:320045 
MGI:2138563,Sulf1,sulfatase 1,1,,negative regulation of cell migration,,,ISO,Q8IWU6 ,J:164563 
MGI:1924303,Sun1,Sad1 and UNC84 domain containing 1,5,,nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration,,,IMP,,J:155113 
MGI:2443011,Sun2,Sad1 and UNC84 domain containing 2,15,,nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration,,,IMP,,J:155113 
MGI:2443011,Sun2,Sad1 and UNC84 domain containing 2,15,,positive regulation of cell migration,,,IMP,,J:168360 
MGI:1916466,Svbp,small vasohibin binding protein,4,,negative regulation of endothelial cell migration,,,ISO,Q8N300 ,J:73065 
MGI:1928849,Svep1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",4,,cell migration,,,ISO,A0A1D5NSM8 ,J:244466 
MGI:1298390,Swap70,SWA-70 protein,7,,positive regulation of mast cell chemotaxis,,,IMP,,J:95122 
MGI:1918959,Syde1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",10,,cell migration,,,IBA,PTN001141910 ,J:265628 
MGI:1918959,Syde1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",10,,cell migration,,,ISO,Q6ZW31 ,J:241798 
MGI:1918959,Syde1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",10,,positive regulation of trophoblast cell migration,,,ISO,Q6ZW31 ,J:164563 
MGI:3036264,Syde2,"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)",3,,cell migration,,,IBA,PTN001141910 ,J:265628 
MGI:3036264,Syde2,"synapse defective 1, Rho GTPase, homolog 2 (C. elegans)",3,,cell migration,,,ISO,Q5VT97 ,J:241798 
MGI:99515,Syk,spleen tyrosine kinase,13,,neutrophil chemotaxis,,,ISO,P43405 ,J:164563 
MGI:2449316,Syne2,"spectrin repeat containing, nuclear envelope 2",12,,fibroblast migration,,PR:Q6ZWQ0-1,IMP,MGI:3811076 ,J:139778 
MGI:2449316,Syne2,"spectrin repeat containing, nuclear envelope 2",12,,nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration,,,IMP,,J:155113 
MGI:2449316,Syne2,"spectrin repeat containing, nuclear envelope 2",12,,positive regulation of cell migration,,,IMP,,J:168360 
MGI:1344347,Synj2bp,synaptojanin 2 binding protein,12,,negative regulation of endothelial cell migration,,,ISO,P57105 ,J:164563 
MGI:2153070,Synpo2,synaptopodin 2,3,,positive regulation of cell migration,,,ISO,Q9UMS6 ,J:164563 
MGI:98472,T,"brachyury, T-box transcription factor T",17,,mesoderm migration involved in gastrulation,happens in embryo,,IMP,MGI:1857760 ,J:23779 
MGI:98474,Tac1,tachykinin 1,6,,positive regulation of epithelial cell migration,,,ISO,RGD:3807 ,J:155856 
MGI:98475,Tacr1,tachykinin receptor 1,6,,positive regulation of epithelial cell migration,,,ISO,RGD:3811 ,J:155856 
MGI:98475,Tacr1,tachykinin receptor 1,6,,positive regulation of leukocyte migration,,,ISO,RGD:3811 ,J:155856 
MGI:98475,Tacr1,tachykinin receptor 1,6,,regulation of smooth muscle cell migration,,,ISO,RGD:3811 ,J:155856 
MGI:1861606,Tacstd2,tumor-associated calcium signal transducer 2,6,,negative regulation of epithelial cell migration,,,IDA,,J:182249 
MGI:2444563,Tafa4,TAFA chemokine like family member 4,6,,macrophage chemotaxis,,,IBA,PTN000788808 ,J:265628 
MGI:2444563,Tafa4,TAFA chemokine like family member 4,6,,macrophage chemotaxis,,,IDA,,J:271704 
MGI:2146182,Tafa5,TAFA chemokine like family member 5,15,,negative regulation of vascular associated smooth muscle cell migration,,,ISO,M0R7X9 ,J:281765 
MGI:2443456,Tbc1d24,"TBC1 domain family, member 24",17,,positive regulation of neuron migration,,,ISO,RGD:1306143 ,J:155856 
MGI:1917823,Tbccd1,TBCC domain containing 1,16,,regulation of cell migration,,,ISO,Q9NVR7 ,J:164563 
MGI:98493,Tbx1,T-box 1,16,,neural crest cell migration,"happens in 2nd branchial arch,results in the movement of migratory cranial neural crest cell",,IMP,MGI:2179190 ,J:96463 
MGI:98493,Tbx1,T-box 1,16,,neural crest cell migration,"happens in rhombomere 4 roof plate,results in the movement of migratory cranial neural crest cell",,IMP,MGI:2179190 ,J:96463 
MGI:98493,Tbx1,T-box 1,16,,neural crest cell migration,"happens in branchial arch,results in the movement of migratory cranial neural crest cell",,IMP,MGI:2179191 ,J:163487 
MGI:102541,Tbx5,T-box 5,5,,negative regulation of cell migration,,,ISO,Q99593 ,J:164563 
MGI:1888496,Tbx20,T-box 20,9,,motor neuron migration,"happens in trigeminal ganglion,results in the movement of motor neuron",,IMP,MGI:2386545 MGI:3579499 ,J:119655 
MGI:1888984,Tbx21,T-box 21,11,,lymphocyte migration,,,IBA,PTN002601213 ,J:265628 
MGI:1888984,Tbx21,T-box 21,11,,lymphocyte migration,,,IMP,,J:153703 
MGI:1888984,Tbx21,T-box 21,11,,lymphocyte migration,,,ISO,Q9UL17 ,J:164563 
MGI:98496,Tbxa2r,thromboxane A2 receptor,10,,negative regulation of cell migration involved in sprouting angiogenesis,,,ISO,P21731 ,J:164563 
MGI:1914665,Tcaf1,TRPM8 channel-associated factor 1,6,,negative regulation of cell migration,,,ISO,Q9Y4C2 ,J:164563 
MGI:2385258,Tcaf2,TRPM8 channel-associated factor 2,6,,positive regulation of cell migration,,,ISO,A6NFQ2 ,J:164563 
MGI:3042585,Tcaf3,TRPM8 channel-associated factor 3,6,,positive regulation of cell migration,,,ISO,A6NFQ2 ,J:164563 
MGI:98658,Tdgf1,teratocarcinoma-derived growth factor 1,9,,positive regulation of cell migration,,,IDA,,J:113883 
MGI:98658,Tdgf1,teratocarcinoma-derived growth factor 1,9,,regulation of fibroblast migration,regulates fibroblast migration,,IMP,MGI:1857518 ,J:51595 
MGI:98664,Tek,TEK receptor tyrosine kinase,4,,positive regulation of endothelial cell migration,,,IBA,PTN002814572 ,J:265628 
MGI:98664,Tek,TEK receptor tyrosine kinase,4,,positive regulation of endothelial cell migration,,,ISO,Q02763 ,J:164563 
MGI:98664,Tek,TEK receptor tyrosine kinase,4,,positive regulation of endothelial cell migration,,,TAS,,J:164086 J:169941 
MGI:98664,Tek,TEK receptor tyrosine kinase,4,,regulation of cell migration,,,IDA,,J:157867 
MGI:98664,Tek,TEK receptor tyrosine kinase,4,,regulation of cell migration,,,IMP,MGI:2159358 ,J:79305 
MGI:1202709,Tert,telomerase reverse transcriptase,13,,positive regulation of vascular associated smooth muscle cell migration,,,ISO,RGD:70494 ,J:155856 
MGI:1201675,Tesk1,testis specific protein kinase 1,4,,podocyte cell migration,,,IMP,,J:278520 
MGI:1098693,Tet1,tet methylcytosine dioxygenase 1,10,,negative regulation of cell migration,,,IC,,J:320045 
MGI:104671,Tfap2a,"transcription factor AP-2, alpha",13,,fibroblast migration,results in the movement of fibroblast,,IMP,,J:157278 
MGI:104671,Tfap2a,"transcription factor AP-2, alpha",13,,positive regulation of fibroblast migration,positively regulates fibroblast migration,,IMP,,J:157278 
MGI:1306805,Tff2,trefoil factor 2 (spasmolytic protein 1),17,,regulation of cell migration,,,IGI,MGI:103556 ,J:147597 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,cell migration,,,ISO,P01137 ,J:164563 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,germ cell migration,results in the movement of primordial germ cell,,IDA,,J:100586 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,negative regulation of blood vessel endothelial cell migration,,,ISO,P01137 ,J:164563 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,positive regulation of blood vessel endothelial cell migration,,,ISO,P01137 ,J:164563 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,positive regulation of cell migration,,,ISO,P01137 ,J:164563 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,positive regulation of fibroblast migration,,,IMP,,J:204104 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,positive regulation of fibroblast migration,,,ISO,P01137 ,J:164563 
MGI:98725,Tgfb1,"transforming growth factor, beta 1",7,,positive regulation of mononuclear cell migration,,,ISO,RGD:69051 ,J:155856 
MGI:98726,Tgfb2,"transforming growth factor, beta 2",1,,cell migration,,,ISO,P61812 ,J:164563 
MGI:98726,Tgfb2,"transforming growth factor, beta 2",1,,glial cell migration,,,ISO,P61812 ,J:164563 
MGI:98726,Tgfb2,"transforming growth factor, beta 2",1,,positive regulation of cell migration,,,ISO,RGD:70491 ,J:155856 
MGI:98726,Tgfb2,"transforming growth factor, beta 2",1,,positive regulation of epithelial cell migration,,,ISO,P61812 ,J:164563 
MGI:98728,Tgfbr1,"transforming growth factor, beta receptor I",4,,endothelial cell migration,,,IMP,MGI:2388050 ,J:68770 
MGI:98728,Tgfbr1,"transforming growth factor, beta receptor I",4,,germ cell migration,"happens in gut,results in the movement of primordial germ cell",,IMP,MGI:2388050 ,J:100586 
MGI:98728,Tgfbr1,"transforming growth factor, beta receptor I",4,,positive regulation of cell migration,,,ISO,P36897 ,J:164563 
MGI:98729,Tgfbr2,"transforming growth factor, beta receptor II",9,,positive regulation of epithelial cell migration,,,IMP,,J:71882 
MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",5,,cell migration,,,IBA,PTN004450156 ,J:265628 
MGI:104637,Tgfbr3,"transforming growth factor, beta receptor III",5,,negative regulation of epithelial cell migration,,,IMP,,J:126837 
MGI:3833469,Tgfbr3l,"transforming growth factor, beta receptor III-like",8,,cell migration,,,IBA,PTN004450156 ,J:265628 
MGI:98737,Thbs1,thrombospondin 1,2,,cell migration,,,ISO,P07996 ,J:164563 
MGI:98737,Thbs1,thrombospondin 1,2,,negative regulation of blood vessel endothelial cell migration,,,ISO,P07996 ,J:164563 
MGI:98737,Thbs1,thrombospondin 1,2,,negative regulation of cell migration involved in sprouting angiogenesis,,,ISO,P07996 ,J:164563 
MGI:98737,Thbs1,thrombospondin 1,2,,negative regulation of endothelial cell chemotaxis,,,ISO,P07996 ,J:101420 
MGI:98737,Thbs1,thrombospondin 1,2,,negative regulation of endothelial cell migration,,,ISO,P07996 ,J:164563 
MGI:98737,Thbs1,thrombospondin 1,2,,positive regulation of blood vessel endothelial cell migration,,,ISO,P07996 ,J:164563 
MGI:98737,Thbs1,thrombospondin 1,2,,positive regulation of cell migration,,,ISO,P07996 ,J:164563 
MGI:98737,Thbs1,thrombospondin 1,2,,positive regulation of endothelial cell migration,,,ISO,P07996 ,J:164563 
MGI:98737,Thbs1,thrombospondin 1,2,,positive regulation of fibroblast migration,,,ISO,P07996 ,J:164563 
MGI:98737,Thbs1,thrombospondin 1,2,,positive regulation of macrophage chemotaxis,,,IMP,,J:155187 
MGI:1101779,Thbs4,thrombospondin 4,13,,myoblast migration,,,ISO,P35443 ,J:164563 
MGI:1101779,Thbs4,thrombospondin 4,13,,positive regulation of neutrophil chemotaxis,,,ISO,P35443 ,J:164563 
MGI:98747,Thy1,"thymus cell antigen 1, theta",9,,negative regulation of cell migration,,,IBA,PTN000442448 ,J:265628 
MGI:98747,Thy1,"thymus cell antigen 1, theta",9,,negative regulation of cell migration,,,ISO,RGD:3860 ,J:155856 
MGI:98747,Thy1,"thymus cell antigen 1, theta",9,,positive regulation of cellular extravasation,,,ISO,P04216 ,J:164563 
MGI:98747,Thy1,"thymus cell antigen 1, theta",9,,regulation of cell migration,,,IEA,IPR033292 ,J:72247 
MGI:103306,Tiam1,T cell lymphoma invasion and metastasis 1,16,,cell migration,,,ISO,Q13009 ,J:164563 
MGI:103306,Tiam1,T cell lymphoma invasion and metastasis 1,16,,positive regulation of cell migration,,,ISO,Q13009 ,J:164563 
MGI:99906,Tie1,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,4,,negative regulation of cell migration,,,IMP,MGI:2159359 ,J:79305 
MGI:98752,Timp1,tissue inhibitor of metalloproteinase 1,X,,negative regulation of trophoblast cell migration,,,ISO,P01033 ,J:164563 
MGI:2152213,Tirap,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein,9,,positive regulation of neutrophil chemotaxis,,,IMP,,J:169888 
MGI:98759,Tjp1,tight junction protein 1,7,,positive regulation of cell migration,,,ISO,Q07157 ,J:164563 
MGI:1346060,Tlr2,toll-like receptor 2,3,,leukocyte migration,results in the movement of leukocyte,,IMP,MGI:2674036 ,J:140680 
MGI:1346060,Tlr2,toll-like receptor 2,3,,neutrophil migration,results in the movement of neutrophil,,IMP,MGI:2674036 ,J:140680 
MGI:1346060,Tlr2,toll-like receptor 2,3,,positive regulation of leukocyte migration,"happens in peritoneal cavity,positively regulates leukocyte migration",,IMP,MGI:2674036 ,J:140680 
MGI:1346060,Tlr2,toll-like receptor 2,3,,positive regulation of neutrophil migration,"happens in peritoneal cavity,positively regulates neutrophil migration",,IMP,MGI:2674036 ,J:140680 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of smooth muscle cell migration,"happens in thoracic aorta,happens in vascular associated smooth muscle cell,is a part of cellular response to platelet-derived growth factor stimulus",,IMP,,J:191553 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of smooth muscle cell migration,"happens in vascular associated smooth muscle cell,happens in thoracic aorta,is a part of cellular response to lipopolysaccharide,is a part of inflammatory response",,IMP,,J:191553 
MGI:96824,Tlr4,toll-like receptor 4,4,,positive regulation of smooth muscle cell migration,"is a part of wound healing,happens in carotid artery",,IMP,,J:191553 
MGI:1351209,Tlx3,"T cell leukemia, homeobox 3",11,,neuron migration,"happens in dorsal grey horn,results in the movement of neuron",,IMP,MGI:2180105 ,J:92064 
MGI:1861735,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,1,,cell migration,,,IBA,PTN000832450 ,J:265628 
MGI:1861735,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,1,,negative regulation of cell migration,,,ISO,Q9UIK5 ,J:212490 
MGI:1861735,Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,1,,"wound healing, spreading of cells",,,ISO,Q9UIK5 ,J:212490 
MGI:2387176,Tmem18,transmembrane protein 18,12,,cell migration,,,ISO,RGD:1359389 ,J:155856 
MGI:2387176,Tmem18,transmembrane protein 18,12,,cell migration,,,ISO,Q96B42 ,J:164563 
MGI:1921591,Tmem102,transmembrane protein 102,11,,positive regulation of T cell chemotaxis,,,IMP,,J:200103 
MGI:1921591,Tmem102,transmembrane protein 102,11,,positive regulation of T cell migration,,,IDA,,J:200103 
MGI:1921591,Tmem102,transmembrane protein 102,11,,positive regulation of T cell migration,,,IMP,,J:200103 
